,card_number,match_api_id,card_type,comment,elapsed,event_incident_typefk,card_id,n,player1,sortorder,stats,subtype,team,type,elapsed_plus,del,goal_type
7808,1,1724093,,y,50,70,3962634,212,,1,,,,card,,1,
7809,2,1724093,y,y,58,73,3962681,233,166676,1,,serious_fouls,8466,card,,,
7810,3,1724093,y,y,72,70,3962764,268,257847,1,,,10252,card,,,
7811,4,1724093,y,y,82,70,3962833,315,157838,1,,,8466,card,,,
7812,1,1724094,r,r,29,270,3950744,86,113968,1,,,8659,card,,,
7813,2,1724094,y,y,76,70,3952455,229,94086,1,,,8455,card,,,
7814,1,1724095,y,y,53,203,3957976,180,22764,0,,emergency_brake,8650,card,,,
7815,2,1724095,y,y,62,505,3958177,210,299984,0,,Unsportsmanlike Cond,8650,card,,,
7816,3,1724095,y,y,85,505,3958392,301,26777,0,,Unsportsmanlike Cond,9826,card,,,
7817,1,1724096,y,y,41,505,3951044,117,35110,0,,Unsportsmanlike Cond,8654,card,,,
7818,2,1724096,y,y,41,73,3951053,118,101192,1,,serious_fouls,8668,card,,,
7819,3,1724096,y,y,61,73,3952140,175,26151,0,,serious_fouls,8668,card,,,
7820,4,1724096,y,y,62,505,3952170,179,109897,0,,Unsportsmanlike Cond,8654,card,,,
7821,5,1724096,y,y,75,643,3952519,291,24751,0,,advantage,8654,card,,,
7822,1,1724097,y,y,33,70,3959425,122,361315,3,,,8586,card,,,
7823,2,1724097,r,r,50,67,3959724,186,190872,1,,violence,8667,card,,,
7824,3,1724097,y,y,63,70,3959933,237,24656,2,,,8667,card,,,
7825,4,1724097,y,y,62,505,3959946,339,115681,2,,Unsportsmanlike Cond,8667,card,,,
7826,5,1724097,y,y,90,505,3960375,325,357880,5,,Unsportsmanlike Cond,8667,card,2,,
7827,1,1724098,y,y,42,203,3951041,142,35443,1,,emergency_brake,8472,card,,,
7828,2,1724098,y,y,53,70,3951745,201,286119,1,,,8197,card,,,
7829,3,1724098,y,y,61,70,3952024,238,25150,0,,,8472,card,,,
7830,4,1724098,y,y,68,163,3952259,267,32627,1,,diving,8472,card,,,
7831,5,1724098,y,y,85,70,3952656,340,67850,1,,,8197,card,,,
7832,1,1724099,y,y,24,73,3950660,54,165704,1,,serious_fouls,10003,card,,,
7833,2,1724099,y,y,31,203,3950786,74,39027,3,,emergency_brake,8456,card,,,
7834,3,1724099,y,y,90,129,3952882,278,30459,4,,hands,8456,card,1,,
7835,1,1724100,y,y,40,70,3951026,139,24209,1,,,10172,card,,,
7836,2,1724100,y,y,58,73,3951947,236,94550,4,,serious_fouls,10261,card,,,
7837,3,1724100,y,y,73,70,3952426,362,24211,4,,,10172,card,,,
7838,4,1724100,y,y,90,505,3952874,342,24741,0,,Unsportsmanlike Cond,10172,card,,,
7839,5,1724100,y,y,90,70,3952912,352,519835,5,,,10261,card,2,,
7840,1,1724101,y,y,25,70,3950663,74,72735,0,,,10194,card,,,
7841,2,1724101,y,y,39,70,3950982,134,214426,3,,,8191,card,,,
7842,3,1724101,y,y,59,70,3952099,208,23283,2,,,10194,card,,,
7843,4,1724101,y,y,70,25,3952391,234,24155,0,,stall_time,8191,card,,,
7844,1,1724102,y,y,28,70,3969772,103,32148,3,,,8191,card,,,
7845,2,1724102,y,y,38,70,3969956,135,34437,1,,,8191,card,,,
7846,3,1724102,y,y,41,79,3970036,154,160713,0,,verbal_abuse,10252,card,,,
7847,4,1724102,y,y,45,70,3970144,169,32870,2,,,10252,card,,,
7848,5,1724102,y,y,45,70,3970173,173,107280,5,,,8191,card,1,,
7849,6,1724102,y,y,86,70,3971428,296,257847,2,,,10252,card,,,
7850,7,1724102,y,y,87,505,3972471,332,161414,0,,Unsportsmanlike Cond,10252,card,,,
7851,1,1724103,y,y,38,70,3969962,91,47418,1,,,10194,card,,,
7852,2,1724103,y,y,53,70,3970659,306,119541,2,,,10194,card,,,
7853,3,1724103,y,y,58,70,3970812,305,40695,4,,,10194,card,,,
7854,1,1724104,y,y,47,70,3970453,159,39618,1,,,10260,card,,,
7855,2,1724104,y,y,54,70,3970704,184,163200,1,,,8667,card,,,
7856,3,1724104,y,y,65,203,3971029,221,24531,4,,emergency_brake,8667,card,,,
7857,4,1724104,y,y,89,203,3971521,273,161035,1,,emergency_brake,10260,card,,,
7858,1,1724105,y,y,44,70,3970137,193,245530,1,,,10172,card,,,
7859,2,1724105,y,y,77,70,3971284,339,187266,1,,,10172,card,,,
7860,3,1724105,y,y,90,505,3971619,383,23190,6,,Unsportsmanlike Cond,8197,card,3,,
7861,4,1724105,y,y,90,505,3971637,385,36374,8,,Unsportsmanlike Cond,10172,card,5,,
7862,5,1724105,y,y,90,70,3971640,387,139671,10,,,8197,card,5,,
7863,1,1724106,y,y,7,70,3975321,24,166676,2,,,8466,card,,,
7864,2,1724106,y,y,10,163,3975349,30,37412,0,,diving,8456,card,,,
7865,3,1724106,y,y,22,70,3975433,68,156551,4,,,8456,card,,,
7866,4,1724106,y2,y2,74,26,3976535,236,156551,1,,,8456,card,,,
7867,5,1724106,y,y,81,70,3976619,255,39027,1,,,8456,card,,,
7868,1,1724107,y,y,55,70,3972826,155,19243,1,,,8455,card,,,
7869,2,1724107,y,y,76,70,3973009,219,24150,1,,,8472,card,,,
7870,3,1724107,y,y,86,70,3973194,253,115067,1,,,8455,card,,,
7871,4,1724107,y,y,89,70,3973247,260,188540,1,,,8472,card,,,
7872,5,1724107,y,y,90,70,3973301,277,118929,10,,,8472,card,2,,
7873,1,1724108,y,y,40,70,3970011,113,25537,1,,,9826,card,,,
7874,2,1724108,y,y,69,70,3971108,211,28901,3,,,9826,card,,,
7875,1,1724109,y,y,43,78,3977751,111,26151,0,,kicked_ball_away,8668,card,,,
7876,2,1724109,y,y,56,203,3978013,165,177837,2,,emergency_brake,8586,card,,,
7877,3,1724109,y,y,87,70,3978527,271,174850,1,,,8586,card,,,
7878,4,1724109,y,y,89,70,3978583,280,276121,2,,,8586,card,,,
7879,5,1724109,y,y,90,70,3978605,288,500520,3,,,8586,card,,,
7880,6,1724109,y,y,90,70,3978636,299,157723,11,,,8586,card,2,,
7881,1,1724110,y,y,53,203,3968768,141,32734,2,,emergency_brake,8659,card,,,
7882,2,1724110,y,y,84,70,3968862,284,114076,2,,,8659,card,,,
7883,3,1724110,y,y,90,70,3968927,304,196386,13,,,9825,card,3,,
7884,1,1724111,y,y,19,70,3969652,72,24899,1,,,10261,card,,,
7885,2,1724111,y,y,54,70,3970626,199,160243,2,,,10261,card,,,
7886,3,1724111,y,y,66,70,3970984,231,37169,2,,,8654,card,,,
7887,4,1724111,y,y,75,505,3971194,264,94550,1,,Unsportsmanlike Cond,10261,card,,,
7888,5,1724111,y2,y2,76,26,3971211,270,94550,1,,,10261,card,,,
7889,6,1724111,y,y,78,70,3971249,277,41232,1,,,8654,card,,,
7890,7,1724111,y,y,87,70,3971439,312,18506,1,,,8654,card,,,
7891,1,1724112,y,y,43,70,3985512,143,160599,2,,,8466,card,,,
7892,2,1724112,y,y,76,70,3985893,262,166676,1,,,8466,card,,,
7893,3,1724112,,y,90,70,3986118,344,,17,,,,card,3,1,
7894,1,1724113,y,y,10,70,3982461,33,24899,0,,,10261,card,,,
7895,2,1724113,y,y,56,203,3983183,216,290410,6,,emergency_brake,8191,card,,,
7896,3,1724113,y,y,80,70,3983521,276,38373,1,,,10261,card,,,
7897,4,1724113,y,y,90,70,3983740,320,37240,12,,,8191,card,4,,
7898,1,1724114,y,y,38,505,3982855,133,37234,1,,Unsportsmanlike Cond,8650,card,,,
7899,2,1724114,r,r,64,65,3983264,223,23571,0,,emergency_brake,8197,card,,,
7900,3,1724114,y,y,65,203,3983287,230,30618,4,,emergency_brake,8650,card,,,
7901,4,1724114,y,y,75,505,3983450,267,214570,3,,Unsportsmanlike Cond,8197,card,,,
7902,1,1724115,y,y,41,203,3982898,79,36786,1,,emergency_brake,10194,card,,,
7903,2,1724115,y,y,58,70,3983192,134,37194,1,,,10194,card,,,
7904,3,1724115,y,y,60,70,3983210,144,164676,1,,,10260,card,,,
7905,4,1724115,y,y,72,203,3983377,192,24213,5,,emergency_brake,10194,card,,,
7906,5,1724115,y,y,90,70,3983678,248,23354,7,,,10260,card,2,,
7907,6,1724115,y,y,90,70,3983733,264,47418,17,,,10194,card,4,,
7908,1,1724116,y,y,36,70,3982850,127,24205,4,,,10172,card,,,
7909,2,1724116,y,y,57,70,3983189,199,109638,1,,,10172,card,,,
7910,3,1724116,y,y,71,70,3983381,252,102356,1,,,10003,card,,,
7911,4,1724116,y,y,76,70,3983472,273,23882,2,,,10003,card,,,
7912,1,1724117,y,y,57,70,3983400,193,24157,1,,,9826,card,,,
7913,2,1724117,y,y,81,70,3983762,256,160194,1,,,9826,card,,,
7914,3,1724117,y,y,82,70,3983769,259,161414,1,,,10252,card,,,
7915,4,1724117,y,y,90,70,3983840,290,184360,5,,,10252,card,2,,
7916,1,1724118,y,y,18,73,3982770,48,109897,1,,serious_fouls,8654,card,,,
7917,2,1724118,y,y,34,70,3982997,97,23257,1,,,8659,card,,,
7918,3,1724118,y,y,71,70,3983632,226,33468,1,,,8659,card,,,
7919,1,1724119,y,y,49,77,3985622,189,177837,1,,shirt_pull,8586,card,,,
7920,2,1724119,y,y,50,203,3985635,195,115067,3,,emergency_brake,8455,card,,,
7921,1,1724120,y,y,24,505,3985318,56,24531,2,,Unsportsmanlike Cond,8667,card,,,
7922,2,1724120,y,y,78,505,3985897,230,24846,2,,Unsportsmanlike Cond,8668,card,,,
7923,1,1724121,y,y,65,70,3985781,166,191616,1,,,8456,card,,,
7924,2,1724121,y,y,71,70,3985846,179,25150,3,,,8472,card,,,
7925,1,1724122,y,y,35,505,3996821,87,29581,1,,Unsportsmanlike Cond,10252,card,,,
7926,2,1724122,y,y,41,505,3996926,117,286119,1,,Unsportsmanlike Cond,8197,card,,,
7927,3,1724122,y,y,59,203,3997337,185,30930,2,,emergency_brake,8197,card,,,
7928,4,1724122,y,y,61,505,3997358,194,214570,1,,Unsportsmanlike Cond,8197,card,,,
7929,5,1724122,y,y,71,70,3997519,245,13423,9,,,8197,card,,,
7930,6,1724122,y,y,75,505,3997558,244,56972,1,,Unsportsmanlike Cond,10252,card,,,
7931,7,1724122,r,r,80,270,3997628,267,24781,2,,,8197,card,,,
7932,8,1724122,y,y,81,176,3997633,268,32870,0,,violence,10252,card,,,
7933,9,1724122,y,y,90,505,3997781,304,23264,2,,Unsportsmanlike Cond,10252,card,,,
7934,1,1724123,y,y,61,643,3990035,154,131583,0,,advantage,8667,card,,,
7935,2,1724123,y,y,90,70,3990644,237,71502,0,,,8659,card,,,
7936,1,1724124,y,y,41,505,3989233,118,188540,0,,Unsportsmanlike Cond,8472,card,,,
7937,2,1724124,y,y,51,505,3989709,162,95327,2,,Unsportsmanlike Cond,8650,card,,,
7938,3,1724124,y,y,61,505,3990014,207,113908,0,,Unsportsmanlike Cond,8472,card,,,
7939,4,1724124,y,y,80,505,3990419,276,114218,1,,Unsportsmanlike Cond,8472,card,,,
7940,1,1724125,y,y,11,70,3991250,28,77690,1,,,8668,card,,,
7941,2,1724125,y,y,18,70,3991364,46,156551,2,,,8456,card,,,
7942,3,1724125,y,y,26,70,3991445,71,101103,1,,,8456,card,,,
7943,4,1724125,y,y,52,70,3991871,169,23782,1,,,8668,card,,,
7944,5,1724125,y,y,88,70,3992319,286,36615,4,,,8456,card,,,
7945,6,1724125,y,y,90,70,3992353,296,215384,3,,,8668,card,1,,
7946,1,1724126,y,y,48,70,3988041,148,94550,2,,,10261,card,,,
7947,2,1724126,y,y,56,70,3988061,169,24228,1,,,10261,card,,,
7948,3,1724126,y,y,64,70,3988086,205,178812,1,,,8455,card,,,
7949,4,1724126,y,y,74,70,3988112,249,38373,4,,,10261,card,,,
7950,5,1724126,y,y,80,79,3988126,262,19243,1,,verbal_abuse,8455,card,,,
7951,6,1724126,y,y,79,73,3988127,269,30613,0,,serious_fouls,8455,card,,,
7952,7,1724126,y2,y2,81,26,3988129,328,24228,1,,,10261,card,,,
7953,1,1724127,y,y,45,70,3989364,150,109638,5,,,10172,card,2,,
7954,2,1724127,y,y,48,70,3989650,166,107280,0,,,8191,card,,,
7955,3,1724127,y,y,73,70,3990313,264,187266,1,,,10172,card,,,
7956,4,1724127,y2,y2,76,26,3990375,281,187266,1,,,10172,card,,,
7957,1,1724128,y,y,89,73,4001027,262,303339,2,,serious_fouls,8466,card,,,
7958,2,1724128,y,y,90,70,4001037,267,30829,3,,,10260,card,2,,
7959,3,1724128,y,y,90,70,4001047,272,26552,7,,,8466,card,4,,
7960,1,1724129,y,y,44,70,3989289,143,173382,1,,,10194,card,,,
7961,2,1724129,y,y,46,70,3989575,174,30830,2,,,10194,card,,,
7962,3,1724129,y,y,61,70,3990043,237,425255,3,,,9825,card,,,
7963,4,1724129,y,y,71,70,3990273,278,78513,3,,,9825,card,,,
7964,5,1724129,y,y,72,70,3990291,280,196386,1,,,9825,card,,,
7965,6,1724129,y2,y2,78,26,3990393,297,425255,1,,,9825,card,,,
7966,7,1724129,y,y,84,70,3990501,308,39109,1,,,10194,card,,,
7967,1,1724130,y,y,88,70,3990582,284,157723,4,,,8586,card,,,
7968,1,1724131,y,y,50,505,3995465,174,38831,1,,Unsportsmanlike Cond,10003,card,,,
7969,2,1724131,r,r,69,65,3995763,247,30973,1,,emergency_brake,10003,card,,,
7970,1,1724132,y,y,37,70,4009911,162,427438,2,,,9825,card,,,
7971,2,1724132,y,y,57,70,4010275,244,196386,1,,,9825,card,,,
7972,3,1724132,y,y,59,70,4010295,262,38373,5,,,10261,card,,,
7973,4,1724132,y,y,82,70,4010545,350,104482,1,,,10261,card,,,
7974,1,1724133,y,y,17,70,4007374,59,604589,2,,,8466,card,,,
7975,2,1724133,y,y,39,643,4007779,134,303339,1,,advantage,8466,card,,,
7976,3,1724133,y,y,83,505,4009092,263,41280,0,,Unsportsmanlike Cond,8466,card,,,
7977,4,1724133,y,y,83,25,4009104,268,32304,0,,stall_time,8191,card,,,
7978,1,1724134,y,y,15,70,4007311,37,24656,2,,,8667,card,,,
7979,2,1724134,y,y,26,70,4007510,58,131583,2,,,8667,card,,,
7980,3,1724134,y,y,31,70,4007584,75,94086,1,,,8455,card,,,
7981,4,1724134,y,y,38,70,4007727,93,23783,1,,,8455,card,,,
7982,5,1724134,y,y,57,70,4008494,166,35480,0,,,8667,card,,,
7983,6,1724134,y,y,58,70,4008543,171,19243,2,,,8455,card,,,
7984,7,1724134,r,r,61,270,4008601,176,24656,0,,,8667,card,,,
7985,8,1724134,y,y,67,70,4008777,187,163200,1,,,8667,card,,,
7986,1,1724135,y,y,67,70,4008815,215,25537,4,,,9826,card,,,
7987,2,1724135,y,y,90,70,4009240,296,23837,1,,,9826,card,,,
7988,1,1724136,y,y,86,643,4017477,307,24846,2,,advantage,8668,card,,,
7989,2,1724136,y,y,89,73,4017485,283,149917,1,,serious_fouls,10172,card,,,
7990,1,1724137,y,y,70,505,4008873,246,26181,1,,Unsportsmanlike Cond,8456,card,,,
7991,2,1724137,y,y,78,25,4009008,262,31432,2,,stall_time,8456,card,,,
7992,1,1724138,y,y,5,70,4012665,12,39618,1,,,10260,card,,,
7993,2,1724138,y,y,21,70,4012717,58,186137,3,,,10260,card,,,
7994,3,1724138,y,y,29,70,4012740,81,47558,3,,,8650,card,,,
7995,4,1724138,y,y,37,70,4012796,100,43248,0,,,10260,card,,,
7996,5,1724138,y,y,43,70,4012858,342,30829,3,,,10260,card,,,
7997,6,1724138,y,y,74,70,4013313,272,108808,1,,,8650,card,,,
7998,7,1724138,y,y,84,643,4013412,298,30618,3,,advantage,8650,card,,,
7999,1,1724139,y,y,40,73,4007822,158,35110,3,,serious_fouls,8654,card,,,
8000,2,1724139,y,y,57,203,4008567,248,118929,2,,emergency_brake,8472,card,,,
8001,3,1724139,y,y,80,73,4009071,363,30892,4,,serious_fouls,8654,card,,,
8002,4,1724139,y,y,82,73,4009094,366,169721,1,,serious_fouls,8472,card,,,
8003,1,1724140,y,y,15,70,4013976,34,159833,1,,,8586,card,,,
8004,2,1724140,y,y,35,70,4014172,85,37762,1,,,8586,card,,,
8005,3,1724140,y,y,41,70,4014247,107,160448,1,,,8586,card,,,
8006,4,1724140,y,y,51,70,4014482,149,144996,2,,,10003,card,,,
8007,5,1724140,y,y,82,70,4014939,270,102356,1,,,10003,card,,,
8008,6,1724140,y,y,83,70,4014955,277,192920,3,,,8586,card,,,
8009,7,1724140,y,y,90,70,4015116,319,165704,11,,,10003,card,4,,
8010,1,1724141,y,y,18,73,4007401,148,32441,4,,serious_fouls,8659,card,,,
8011,2,1724141,r,r,22,270,4007460,55,30352,1,,,10252,card,,,
8012,3,1724141,y,y,42,70,4007880,125,160713,5,,,10252,card,,,
8013,4,1724141,y,y,63,163,4008698,234,38795,1,,diving,8659,card,,,
8014,5,1724141,y,y,66,70,4008765,242,32870,1,,,10252,card,,,
8015,6,1724141,y,y,78,70,4008998,285,40187,1,,,8659,card,,,
8016,7,1724141,y,y,90,129,4009310,345,25075,13,,hands,8659,card,5,,
8017,1,1724142,r,r,65,270,4024289,183,23264,3,,,10252,card,,,
8018,2,1724142,y,y,75,70,4024471,219,501040,2,,,10260,card,,,
8019,3,1724142,y,y,75,505,4024472,220,69650,3,,Unsportsmanlike Cond,10252,card,,,
8020,1,1724143,y,y,26,70,4023034,94,115681,3,,,8667,card,,,
8021,2,1724143,y,y,39,70,4023319,137,180162,1,,,10003,card,,,
8022,3,1724143,y,y,66,70,4024350,232,23839,3,,,8667,card,,,
8023,4,1724143,y,y,75,70,4024492,257,102356,2,,,10003,card,,,
8024,1,1724144,y,y,14,70,4030107,54,23688,1,,,9825,card,,,
8025,2,1724144,y,y,47,70,4030442,175,26154,3,,,9825,card,,,
8026,3,1724144,y,y,90,505,4030906,343,184822,0,,Unsportsmanlike Cond,8650,card,,,
8027,4,1724144,y2,y2,90,26,4030939,356,184822,11,,,8650,card,2,,
8028,5,1724144,y,y,90,70,4030952,360,37436,13,,,9825,card,3,,
8029,1,1724145,y,y,36,203,4021989,130,16351,1,,emergency_brake,8456,card,,,
8030,2,1724145,y,y,41,643,4022000,161,35345,0,,advantage,9826,card,,,
8031,3,1724145,y,y,79,70,4022076,262,38807,1,,,8456,card,,,
8032,1,1724146,y,y,2,70,4028214,14,165526,2,,,8472,card,,,
8033,2,1724146,y,y,9,70,4028247,41,30929,1,,,10261,card,,,
8034,3,1724146,y,y,24,70,4028312,104,38373,2,,,10261,card,,,
8035,4,1724146,y,y,25,70,4028324,115,160243,4,,,10261,card,,,
8036,5,1724146,y,y,39,70,4028437,165,169721,3,,,8472,card,,,
8037,6,1724146,y,y,56,70,4028986,245,25150,5,,,8472,card,,,
8038,7,1724146,y,y,69,70,4029146,311,24150,1,,,8472,card,,,
8039,8,1724146,y,y,90,79,4029611,454,308932,8,,verbal_abuse,10261,card,,,
8040,1,1724147,y,y,39,73,4023310,143,24211,1,,serious_fouls,10172,card,,,
8041,1,1724148,y,y,68,70,4024382,275,212866,1,,,8668,card,,,
8042,2,1724148,y,y,72,70,4024464,301,26552,1,,,8466,card,,,
8043,1,1724149,y,y,20,505,4032337,94,36786,0,,Unsportsmanlike Cond,10194,card,,,
8044,2,1724149,y,y,53,643,4032420,195,37194,0,,advantage,10194,card,,,
8045,3,1724149,y,y,90,70,4032512,325,33881,2,,,10194,card,1,,
8046,1,1724150,y,y,3,73,4022544,16,276121,1,,serious_fouls,8586,card,,,
8047,1,1724151,y,y,33,505,4023139,136,103419,2,,Unsportsmanlike Cond,8197,card,,,
8048,2,1724151,y,y,41,505,4023344,149,286119,1,,Unsportsmanlike Cond,8197,card,,,
8049,3,1724151,y,y,64,203,4024302,241,26554,4,,emergency_brake,8197,card,,,
8050,1,1724152,y,y,27,70,4035360,78,30620,1,,,10172,card,,,
8051,2,1724152,r,r,53,67,4035528,142,46469,3,,violence,9825,card,,,
8052,3,1724152,y,y,55,70,4035540,148,149917,1,,,10172,card,,,
8053,4,1724152,y,y,70,70,4035586,196,113465,1,,,10172,card,,,
8054,5,1724152,y,y,90,70,4035695,287,38820,18,,,10172,card,3,,
8055,6,1724152,y,y,90,70,4035699,290,159594,20,,,9825,card,4,,
8056,1,1724153,y,y,83,70,4035069,282,95327,1,,,8650,card,,,
8057,1,1724154,y,y,28,70,4033532,95,24751,1,,,8654,card,,,
8058,2,1724154,y,y,33,70,4033549,122,155782,1,,,8654,card,,,
8059,3,1724154,y,y,58,70,4033603,196,35110,1,,,8654,card,,,
8060,1,1724155,y,y,77,70,4034955,360,23030,3,,,9826,card,,,
8061,1,1724156,y,y,29,70,4034124,75,32705,0,,,8668,card,,,
8062,2,1724156,y,y,36,70,4034270,106,33881,1,,,10194,card,,,
8063,3,1724156,y,y,79,70,4035134,271,23782,1,,,8668,card,,,
8064,4,1724156,y,y,84,25,4035205,289,119541,0,,stall_time,10194,card,,,
8065,5,1724156,y,y,90,70,4035283,315,39109,5,,,10194,card,1,,
8066,1,1724157,y,y,35,325,4034259,198,159833,1,,pushing,8586,card,,,
8067,2,1724157,y,y,83,73,4035058,149,37762,0,,serious_fouls,8586,card,,,
8068,3,1724157,y,y,90,73,4035207,161,286119,3,,serious_fouls,8197,card,3,,
8069,1,1724158,y,y,61,70,4034721,204,24228,1,,,10261,card,,,
8070,2,1724158,y,y,66,70,4034809,220,30843,1,,,10260,card,,,
8071,3,1724158,y,y,89,70,4035149,280,31292,2,,,10261,card,,,
8072,1,1724159,y,y,16,70,4034002,59,35443,2,,,8472,card,,,
8073,2,1724159,y,y,19,70,4034015,71,188540,3,,,8472,card,,,
8074,3,1724159,y,y,45,70,4034474,172,163200,5,,,8667,card,1,,
8075,4,1724159,,y,49,70,4034618,324,,1,,,,card,,1,
8076,5,1724159,y,y,53,70,4034654,197,32627,1,,,8472,card,,,
8077,6,1724159,y,y,73,505,4034942,267,231801,0,,Unsportsmanlike Cond,8667,card,,,
8078,7,1724159,y,y,74,70,4035032,273,22964,1,,,8472,card,,,
8079,1,1724160,y,y,24,70,4034055,67,127130,1,,,10003,card,,,
8080,2,1724160,y,y,37,70,4034287,86,56972,1,,,10252,card,,,
8081,3,1724160,y,y,48,70,4034589,153,161414,5,,,10252,card,,,
8082,4,1724160,y,y,77,70,4035024,230,257847,1,,,10252,card,,,
8083,5,1724160,y,y,89,70,4035197,260,23264,1,,,10252,card,,,
8084,1,1724161,y,y,84,70,4035117,274,101103,5,,,8456,card,,,
8085,1,1724162,y,y,44,70,4037241,127,30602,6,,,10252,card,,,
8086,2,1724162,r,r,49,270,4037422,148,78324,1,,,10252,card,,,
8087,3,1724162,y,y,56,70,4037516,175,25150,3,,,8472,card,,,
8088,4,1724162,y,y,73,203,4037809,241,24159,1,,emergency_brake,8472,card,,,
8089,5,1724162,,y,90,70,4038136,339,,5,,,,card,,1,
8090,6,1724162,y,y,90,70,4038170,330,167634,11,,,8472,card,2,,
8091,1,1724163,y,y,58,73,4037537,208,24781,1,,serious_fouls,8197,card,,,
8092,2,1724163,y2,y2,88,177,4038062,340,24781,1,,serious_fouls,8197,card,,,
8093,3,1724163,r,r,90,65,4038194,377,21864,12,,emergency_brake,8667,card,4,,
8094,4,1724163,y,y,30,643,4038525,381,49571,2,,advantage,8197,card,,,
8095,1,1724164,y,y,49,70,4038855,116,22764,3,,,8650,card,,,
8096,1,1724165,y,y,42,70,4037186,167,101103,1,,,8456,card,,,
8097,2,1724165,y,y,71,70,4037768,288,240538,1,,,8191,card,,,
8098,3,1724165,y,y,79,70,4037921,315,33991,6,,,8456,card,,,
8099,4,1724165,y,y,81,70,4037943,320,30509,1,,,8456,card,,,
8100,5,1724165,y,y,88,70,4038082,388,37459,4,,,8456,card,,,
8101,1,1724166,y,y,27,70,4037996,90,31292,1,,,10261,card,,,
8102,2,1724166,y,y,28,70,4038021,93,101192,1,,,8668,card,,,
8103,3,1724166,y,y,71,643,4038366,268,11736,2,,advantage,8668,card,,,
8104,4,1724166,y,y,90,70,4038432,356,308932,15,,,10261,card,4,,
8105,1,1724167,y,y,45,70,4037293,132,23311,6,,,10172,card,1,,
8106,2,1724167,y,y,62,70,4037586,178,24205,1,,,10172,card,,,
8107,3,1724167,y,y,72,70,4037764,206,35345,1,,,9826,card,,,
8108,1,1724168,y,y,31,70,4036477,130,115067,3,,,8455,card,,,
8109,2,1724168,y,y,55,163,4036763,222,30613,3,,diving,8455,card,,,
8110,3,1724168,y,y,57,70,4036805,231,72665,3,,,8466,card,,,
8111,4,1724168,y,y,72,70,4037066,279,46893,1,,,8466,card,,,
8112,5,1724168,y2,y2,89,26,4037330,350,46893,1,,,8466,card,,,
8113,6,1724168,y,y,90,70,4037347,376,41280,15,,,8466,card,5,,
8114,1,1724169,y,y,69,70,4037725,289,23257,1,,,8659,card,,,
8115,2,1724169,y,y,76,70,4037822,301,43247,1,,,8659,card,,,
8116,1,1724170,y,y,26,643,4036193,92,192920,4,,advantage,8586,card,,,
8117,2,1724170,y,y,27,70,4036196,95,166422,2,,,8586,card,,,
8118,3,1724170,y,y,50,70,4036276,186,23354,5,,,10260,card,,,
8119,4,1724170,y,y,71,70,4036331,252,575780,2,,,10260,card,,,
8120,5,1724170,y,y,84,70,4036363,308,22543,3,,,10260,card,,,
8121,6,1724170,y,y,86,70,4036368,314,38994,1,,,10260,card,,,
8122,1,1724171,y,y,36,70,4037086,164,47382,1,,,8654,card,,,
8123,2,1724171,y,y,48,505,4037387,232,50047,3,,Unsportsmanlike Cond,9825,card,,,
8124,3,1724171,y,y,80,70,4037915,420,26154,4,,,9825,card,,,
8125,4,1724171,y,y,84,70,4037974,416,109897,2,,,8654,card,,,
8126,5,1724171,y,y,88,70,4038075,448,35110,2,,,8654,card,,,
8127,6,1724171,y,y,90,70,4038185,476,159594,21,,,9825,card,5,,
8128,1,1723992,y,y,50,70,3656487,249,29581,1,,,10252,card,,,
8129,2,1723992,y,y,67,70,3656537,266,30890,1,,,10252,card,,,
8130,3,1723992,y,y,68,79,3656546,270,184360,2,,verbal_abuse,10252,card,,,
8131,4,1723992,y,y,85,70,3656592,291,56972,1,,,10252,card,,,
8132,5,1723992,y,y,86,70,3656595,293,24899,1,,,10261,card,,,
8133,6,1723992,y2,y2,90,198,3656627,301,24899,6,,emergency_brake,10261,card,1,,
8134,1,1723993,y,y,52,505,3657958,304,22894,0,,Unsportsmanlike Cond,8197,card,,,
8135,1,1723994,y,y,40,70,3657501,200,35110,0,,,8654,card,,,
8136,2,1723994,y,y,45,70,3658317,226,109897,3,,,8654,card,1,,
8137,3,1723994,y,y,76,70,3658422,233,23931,2,,,8654,card,,,
8138,4,1723994,y,y,90,70,3658576,246,8985,0,,,9826,card,,,
8139,1,1723995,y,y,29,70,3658868,208,24846,1,,,8668,card,,,
8140,2,1723995,y,y,43,70,3658957,205,35606,1,,,9825,card,,,
8141,3,1723995,y,y,54,70,3659080,219,143793,0,,,9825,card,,,
8142,4,1723995,y,y,57,70,3659103,224,425255,1,,,9825,card,,,
8143,5,1723995,y,y,77,70,3659268,246,23688,3,,,9825,card,,,
8144,1,1723996,r,r,14,65,3661380,212,163200,3,,emergency_brake,8667,card,,,
8145,2,1723996,y,y,38,70,3661508,229,72735,1,,,10194,card,,,
8146,3,1723996,y,y,44,70,3661533,236,36786,0,,,10194,card,,,
8147,4,1723996,y,y,51,78,3661684,248,357880,2,,kicked_ball_away,8667,card,,,
8148,5,1723996,y,y,61,70,3661771,255,96643,1,,,10194,card,,,
8149,1,1723997,y,y,29,70,3665638,228,36615,2,,,8456,card,,,
8150,2,1723997,y,y,76,70,3666192,263,307021,1,,,8650,card,,,
8151,1,1723998,y,y,42,78,3657535,219,23257,1,,kicked_ball_away,8659,card,,,
